year,model,description,euro_standard,tax_band,transmission,engine_capacity,urban_metric,extra_urban_metric,combined_metric,urban_imperial,extra_urban_imperial,combined_imperial,noise_level,co2,thc_emissions,fuel_type_CNG,fuel_type_Petrol,fuel_type_Petrol / E85 (Flex Fuel),fuel_type_Petrol Electric,fuel_type_Petrol Hybrid,transmission_type_Automatic,transmission_type_Manual,manufacturer_Abarth,manufacturer_Alfa Romeo,manufacturer_Aston Martin Lagonda,manufacturer_Audi,manufacturer_BMW,manufacturer_Bentley Motors,manufacturer_Chevrolet,manufacturer_Chrysler Jeep,manufacturer_Citroen,manufacturer_Corvette,manufacturer_Dacia,manufacturer_Ferrari,manufacturer_Fiat,manufacturer_Ford,manufacturer_Honda,manufacturer_Hyundai,manufacturer_Infiniti,manufacturer_Jaguar Cars,manufacturer_Kia,manufacturer_Land Rover,manufacturer_Lexus,manufacturer_Lotus,manufacturer_MG Motors UK,manufacturer_MG Motors Uk,manufacturer_Maserati,manufacturer_Mazda,manufacturer_McLaren,manufacturer_Mercedes-Benz,manufacturer_Mini,manufacturer_Mitsubishi,manufacturer_Morgan Motor Company,manufacturer_Nissan,manufacturer_Perodua,manufacturer_Peugeot,manufacturer_Porsche,manufacturer_Renault,manufacturer_Rolls-Royce,manufacturer_Seat,manufacturer_Skoda,manufacturer_Smart,manufacturer_Subaru,manufacturer_Suzuki,manufacturer_Toyota,manufacturer_Vauxhall,manufacturer_Volkswagen,manufacturer_Volvo
2013,"Corsa 3 Door Hatchback, Model Year 2012",1.0i 12v 65PS ecoFLEX,5,C,M5,998.0,6.4,4.3,5.1,44.1,65.7,55.4,73.0,120,45.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 3 Door Hatchback, Model Year 2012",1.2i 16v VVT 85PS,5,D,M5,1229.0,7.2,4.5,5.5,39.2,62.8,51.4,72.0,129,32.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 3 Door Hatchback, Model Year 2012",1.2i 16v VVT 85PS Easytronic,5,D,ET5,1229.0,6.8,4.4,5.3,41.5,64.2,53.3,73.0,125,36.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 3 Door Hatchback, Model Year 2012","1.2i 16v VVT 85PS ecoFLEX Start/Stop with up to 16"" wheels",5,C,M5,1229.0,6.4,4.3,5.1,44.1,65.7,55.4,72.0,119,32.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 3 Door Hatchback, Model Year 2012",1.4i 16v VVT 100PS,5,D,M5,1398.0,7.1,4.6,5.5,39.8,61.4,51.4,72.0,129,43.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 3 Door Hatchback, Model Year 2012",1.4i 16v VVT 100PS,5,F,A4,1398.0,8.0,5.0,6.1,35.3,56.5,46.3,72.0,143,50.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 3 Door Hatchback, Model Year 2012",VXR Nurburgring 16v Turbo,5,I,M6,1598.0,10.2,6.1,7.8,27.7,46.3,36.2,73.0,178,47.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 3 Door Hatchback, Model Year 2013","1.2i 16V 85PS Limited Edition with 17"" wheels",5,D,M5,1229.0,7.2,4.5,5.5,39.2,62.8,51.4,72.0,129,32.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 3 Door Hatchback, Model Year 2013",1.4i 16V Black Edition Air Conditioning 120PS Turbo,5,D,M5,1362.0,7.2,4.5,5.5,39.2,62.8,51.4,72.0,129,23.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 3 Door Hatchback, Model Year 2013","1.6 16V 192PS VXR (A/C) Turbo with 17"" wheels",5,H,M6,1598.0,9.8,5.9,7.3,28.8,47.9,38.7,74.0,172,52.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 3 Door Hatchback, Model Year 2013","1.6i 16V 210PS VXR Nurburgring (A/C) Turbo with 18"" wheels",5,I,M6,1598.0,10.2,6.1,7.6,27.7,46.3,37.2,73.0,178,47.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 5 Door Hatchback, Model Year 2011",1.0l 12V (65PS) Ecoflex,5,C,M5,998.0,6.3,4.2,5.0,44.8,67.3,56.5,72.0,117,45.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 5 Door Hatchback, Model Year 2011",1.2l 16V (85PS),5,D,M5,1229.0,6.9,4.4,5.3,40.9,64.2,53.3,71.0,124,32.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 5 Door Hatchback, Model Year 2011",1.2l 16V (85PS) Ecoflex Easytronic,5,C,ET5,1229.0,6.5,4.2,5.1,43.5,67.3,55.4,72.0,119,36.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 5 Door Hatchback, Model Year 2011",1.4l 16V (100PS) (129G),5,D,ET5,1398.0,7.0,4.6,5.5,40.4,61.4,51.4,72.0,129,52.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 5 Door Hatchback, Model Year 2011",1.4l 16V (100PS) (134G),5,E,M5,1398.0,7.3,4.8,5.7,38.7,58.9,49.6,73.0,134,52.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 5 Door Hatchback, Model Year 2011",1.4l 16V (100PS) (138G) Automatic,5,E,A4,1398.0,7.7,4.8,5.9,36.7,58.9,47.9,71.0,138,50.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 5 Door Hatchback, Model Year 2011",1.4l 16V (100PS) (147G) Automatic,5,F,A4,1398.0,8.2,5.1,6.3,34.4,55.4,44.8,72.0,147,50.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 5 Door Hatchback, Model Year 2012",1.0i 12v 65PS ecoFLEX,5,C,M5,998.0,6.4,4.3,5.1,44.1,65.7,55.4,73.0,120,45.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 5 Door Hatchback, Model Year 2012",1.2i 16v VVT 85PS,5,D,M5,1229.0,7.2,4.5,5.5,39.2,62.8,51.4,72.0,129,32.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 5 Door Hatchback, Model Year 2012",1.2i 16v VVT 85PS Easytronic,5,D,ET5,1229.0,6.8,4.4,5.3,41.5,64.2,53.3,73.0,125,36.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 5 Door Hatchback, Model Year 2012","1.2i 16v VVT 85PS ecoFLEX Start/Stop with up to 16"" wheels",5,C,M5,1229.0,6.4,4.3,5.1,44.1,65.7,55.4,72.0,119,32.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 5 Door Hatchback, Model Year 2012",1.4i 16v VVT 100PS,5,D,M5,1398.0,7.1,4.6,5.5,39.8,61.4,51.4,72.0,129,43.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Corsa 5 Door Hatchback, Model Year 2012",1.4i 16v VVT 100PS,5,F,A4,1398.0,8.2,5.1,6.3,34.4,55.4,44.8,72.0,147,50.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Insignia 4 Door Saloon, Model Year 2012",1.4i 16v Turbo,5,E,M6,1364.0,7.5,4.7,5.7,37.7,60.1,49.6,70.0,134,26.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Insignia 4 Door Saloon, Model Year 2012",1.6i 16v Turbo,5,G,M6,1598.0,9.7,5.4,7.0,29.1,52.3,40.4,73.0,164,36.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Insignia 4 Door Saloon, Model Year 2012",2.0i 16v Turbo,5,I,M6,1998.0,10.8,5.8,7.6,26.2,48.7,37.2,71.0,179,27.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Insignia 4 Door Saloon, Model Year 2012",2.0i 16v Turbo,5,K,A6,1998.0,13.0,6.2,8.7,21.7,45.6,32.5,74.0,204,37.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Insignia 4 Door Saloon, Model Year 2012","2.8i 24V 325PS VXR NAV V6 Turbo 4x4 with 19"" wheels",5,L,M6,2792.0,15.8,7.6,10.6,17.9,37.2,26.6,75.0,249,58.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Insignia 5 Door Hatchback, Model Year 2011",1.8 Exclusive VVT,5,I,M6,1796.0,10.8,5.8,7.6,26.2,48.7,37.2,74.0,179,35.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,"Insignia 5 Door Hatchback, Model Year 2012",1.4i 16v Turbo,5,E,M6,1364.0,7.5,4.7,5.7,37.7,60.1,49.6,70.0,134,26.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
